Date,Barnyard,Surface,Frame,Sub_frame,Timing,Days_elapsed,Temp,CO2_mgC,CH4_mgC,NH3_ugN,N2O_ugN,CO2_mg,CH4_mg,NH3_mg,N2O_mg,CO2_eq
2013-10-23,6,SAND,A,A,BEFORE,29,7.0,1.00E+02,3.61E-01,NA,1.47E+02,3.68E+02,4.81E-01,NA,2.31E-01,NA
2013-10-23,6,SAND,B,A,BEFORE,29,7.0,1.67E+02,9.19E-01,NA,2.76E+02,6.12E+02,1.22E+00,NA,4.34E-01,NA
2013-10-23,7,BARK,A,A,BEFORE,29,7.9,6.80E+02,1.07E-01,NA,5.69E+02,2.49E+03,1.43E-01,NA,8.95E-01,NA
2013-10-23,8,BARK,A,A,BEFORE,29,7.2,2.27E+02,1.06E-02,NA,1.22E+02,8.34E+02,1.41E-02,NA,1.92E-01,NA
2013-10-23,8,BARK,B,A,BEFORE,29,7.5,3.38E+02,2.44E-01,NA,9.99E+01,1.24E+03,3.25E-01,NA,1.57E-01,NA
2013-10-23,9,BARK,A,M,BEFORE,29,6.4,2.02E+02,6.46E-02,NA,1.92E+02,7.42E+02,8.61E-02,NA,3.02E-01,NA
2013-10-23,9,BARK,B,M,BEFORE,29,7.2,4.45E+02,1.28E-03,NA,7.71E+02,1.63E+03,1.70E-03,NA,1.21E+00,NA
2013-10-24,3,SOIL,D,M,BEFORE,30,3.8,1.74E+01,2.51E-02,NA,NA,6.38E+01,3.35E-02,NA,NA,NA
2013-10-24,4,SAND,C,M,BEFORE,30,3.0,2.79E+01,6.00E-02,NA,2.79E+01,1.02E+02,8.00E-02,NA,4.39E-02,NA
2013-10-24,4,SAND,D,M,BEFORE,30,3.0,4.25E+01,1.16E-02,NA,1.34E+02,1.56E+02,1.55E-02,NA,2.10E-01,NA
2013-10-24,4,SAND,C,A,BEFORE,30,3.9,4.25E+01,1.75E-02,NA,9.43E+01,1.56E+02,2.33E-02,NA,1.48E-01,NA
2013-10-24,4,SAND,D,A,BEFORE,30,4.3,4.38E+01,NA,NA,1.23E+02,1.61E+02,NA,NA,1.93E-01,NA
2013-10-24,5,SAND,C,M,BEFORE,30,3.2,4.45E+01,NA,NA,1.83E+02,1.63E+02,NA,NA,2.87E-01,NA
2013-10-24,5,SAND,D,M,BEFORE,30,3.4,3.97E+01,2.25E-01,NA,3.93E+01,1.45E+02,2.99E-01,NA,6.17E-02,NA
2013-10-24,5,SAND,C,A,BEFORE,30,4.4,4.37E+01,NA,NA,1.27E+02,1.60E+02,NA,NA,1.99E-01,NA
2013-10-24,6,SAND,C,M,BEFORE,30,3.5,4.27E+01,NA,NA,1.47E+02,1.57E+02,NA,NA,2.32E-01,NA
2013-10-24,7,BARK,C,M,BEFORE,30,3.3,1.82E+02,4.63E-02,NA,1.94E+02,6.67E+02,6.17E-02,NA,3.06E-01,NA
2013-10-24,7,BARK,D,M,BEFORE,30,3.5,1.14E+02,NA,NA,6.65E+01,4.18E+02,NA,NA,1.05E-01,NA
2013-10-24,7,BARK,C,A,BEFORE,30,4.5,2.21E+02,NA,NA,1.55E+02,8.09E+02,NA,NA,2.43E-01,NA
2013-10-24,7,BARK,D,A,BEFORE,30,3.9,1.27E+02,NA,NA,3.59E+01,4.65E+02,NA,NA,5.64E-02,NA
2013-10-24,8,BARK,C,M,BEFORE,30,3.7,1.06E+02,8.64E-01,NA,1.05E+01,3.90E+02,1.15E+00,NA,1.66E-02,NA
2013-10-24,8,BARK,D,M,BEFORE,30,3.7,4.52E+01,NA,NA,2.22E+01,1.66E+02,NA,NA,3.48E-02,NA
2013-10-24,9,BARK,C,M,BEFORE,30,4.5,2.52E+02,NA,NA,1.44E+02,9.23E+02,NA,NA,2.26E-01,NA
2013-10-24,9,BARK,D,M,BEFORE,30,4.5,1.02E+02,NA,NA,3.00E+02,3.74E+02,NA,NA,4.71E-01,NA
2013-11-04,1,SOIL,A,M,AFTER,3,8.4,7.85E+01,5.14E-01,4.90E+02,3.66E+01,2.88E+02,6.86E-01,5.94E-01,5.76E-02,3.24E+02
2013-11-04,1,SOIL,B,M,AFTER,3,8.5,7.33E+01,2.33E-01,8.03E+02,4.98E+01,2.69E+02,3.10E-01,9.75E-01,7.83E-02,3.03E+02
2013-11-04,1,SOIL,A,A,AFTER,3,11.2,1.63E+02,6.49E-01,2.97E+03,1.34E+01,5.99E+02,8.65E-01,3.61E+00,2.11E-02,6.37E+02
2013-11-04,1,SOIL,B,A,AFTER,3,11.3,6.67E+01,8.96E-01,5.23E+02,NA,2.45E+02,1.20E+00,6.35E-01,NA,NA
2013-11-04,2,SOIL,A,M,AFTER,3,9.6,1.40E+02,NA,2.89E+03,1.26E+01,5.12E+02,NA,3.51E+00,1.98E-02,NA
2013-11-04,2,SOIL,B,M,AFTER,3,10.2,6.88E+01,6.24E-01,6.81E+02,1.30E+01,2.52E+02,8.32E-01,8.27E-01,2.05E-02,2.82E+02
2013-11-04,2,SOIL,A,A,AFTER,3,11.2,7.80E+01,2.47E-01,2.61E+03,NA,2.86E+02,3.29E-01,3.17E+00,NA,NA
2013-11-04,2,SOIL,B,A,AFTER,3,10.5,9.13E+01,2.35E-01,2.94E+03,8.50E+00,3.35E+02,3.13E-01,3.57E+00,1.34E-02,3.57E+02
2013-11-04,3,SOIL,A,M,AFTER,3,10.7,7.58E+01,2.93E-01,3.13E+03,NA,2.78E+02,3.91E-01,3.80E+00,NA,NA
2013-11-04,3,SOIL,B,M,AFTER,3,10.6,8.65E+01,3.78E-01,2.39E+03,2.52E+01,3.17E+02,5.04E-01,2.90E+00,3.97E-02,3.50E+02
2013-11-04,4,SAND,A,M,AFTER,3,9.1,4.29E+01,2.20E-01,3.12E+02,NA,1.57E+02,2.93E-01,3.79E-01,NA,NA
2013-11-04,4,SAND,B,M,AFTER,3,9.6,3.47E+01,1.02E-01,8.81E+02,NA,1.27E+02,1.36E-01,1.07E+00,NA,NA
2013-11-04,4,SAND,A,A,AFTER,3,12.4,1.44E+01,NA,2.24E+02,5.54E+00,5.30E+01,NA,2.72E-01,8.70E-03,NA
2013-11-04,4,SAND,B,A,AFTER,3,12.4,1.33E+01,NA,3.52E+02,NA,4.87E+01,NA,4.27E-01,NA,NA
2013-11-04,5,SAND,A,M,AFTER,3,9.7,1.89E+01,NA,1.88E+02,3.07E+00,6.92E+01,NA,2.28E-01,4.82E-03,NA
2013-11-04,5,SAND,B,M,AFTER,3,9.7,7.14E+00,1.56E-02,2.88E+02,8.05E+00,2.62E+01,2.08E-02,3.49E-01,1.27E-02,3.15E+01
2013-11-04,5,SAND,A,A,AFTER,3,10.3,7.39E+01,1.04E+01,9.18E+02,NA,2.71E+02,1.39E+01,1.11E+00,NA,NA
2013-11-04,5,SAND,B,A,AFTER,3,10.3,4.18E+01,5.62E-02,4.94E+02,3.45E+00,1.53E+02,7.49E-02,6.00E-01,5.42E-03,1.59E+02
2013-11-04,6,SAND,A,M,AFTER,3,10.6,2.10E+01,2.79E-02,3.05E+02,1.49E+00,7.69E+01,3.71E-02,3.70E-01,2.34E-03,7.96E+01
2013-11-04,6,SAND,B,M,AFTER,3,10.6,4.35E+01,9.90E-02,6.78E+02,1.40E+01,1.59E+02,1.32E-01,8.23E-01,2.21E-02,1.72E+02
2013-11-04,7,BARK,A,M,AFTER,3,9.6,7.35E+01,1.45E-02,7.50E+02,2.59E+02,2.69E+02,1.94E-02,9.10E-01,4.08E-01,3.94E+02
2013-11-04,7,BARK,B,M,AFTER,3,9.7,5.46E+01,NA,5.61E+02,1.53E+02,2.00E+02,NA,6.81E-01,2.41E-01,NA
2013-11-04,7,BARK,A,A,AFTER,3,10.9,1.24E+02,2.90E-01,1.14E+03,1.37E+02,4.55E+02,3.86E-01,1.38E+00,2.15E-01,5.33E+02
2013-11-04,7,BARK,B,A,AFTER,3,11.6,9.59E+01,3.35E-02,4.36E+02,2.17E+02,3.51E+02,4.47E-02,5.30E-01,3.42E-01,4.56E+02
2013-11-04,8,BARK,A,M,AFTER,3,10.0,1.28E+02,1.94E-01,1.10E+03,2.11E+02,4.68E+02,2.59E-01,1.34E+00,3.32E-01,5.78E+02
2013-11-04,8,BARK,B,M,AFTER,3,10.0,7.37E+01,1.58E-01,5.43E+02,1.69E+02,2.70E+02,2.10E-01,6.60E-01,2.65E-01,3.57E+02
2013-11-04,8,BARK,A,A,AFTER,3,10.4,1.41E+02,2.12E-01,NA,1.11E+02,5.18E+02,2.83E-01,NA,1.75E-01,NA
2013-11-04,8,BARK,B,A,AFTER,3,10.7,8.01E+01,1.03E-01,4.61E+02,3.31E+02,2.94E+02,1.37E-01,5.60E-01,5.20E-01,4.54E+02
2013-11-04,9,BARK,A,M,AFTER,3,11.0,1.46E+02,2.23E-02,4.49E+02,5.78E+01,5.36E+02,2.97E-02,5.45E-01,9.08E-02,5.66E+02
2013-11-04,9,BARK,B,M,AFTER,3,10.9,1.09E+02,6.88E-04,7.15E+02,3.34E+02,4.01E+02,9.18E-04,8.69E-01,5.25E-01,5.60E+02
2013-11-04,9,BARK,A,A,AFTER,3,11.1,1.39E+02,5.84E-02,7.47E+02,4.98E+02,5.10E+02,7.79E-02,9.07E-01,7.82E-01,7.48E+02
2013-11-04,9,BARK,B,A,AFTER,3,11.1,1.07E+02,8.46E-02,4.56E+02,5.45E+02,3.92E+02,1.13E-01,5.54E-01,8.56E-01,6.52E+02
2013-11-05,1,SOIL,C,M,AFTER,4,9.3,8.96E+01,1.46E+00,3.70E+03,NA,3.29E+02,1.95E+00,4.49E+00,NA,NA
2013-11-05,1,SOIL,D,M,AFTER,4,9.2,7.10E+01,5.41E-01,1.48E+02,1.96E+01,2.60E+02,7.22E-01,1.80E-01,3.07E-02,2.88E+02
2013-11-05,2,SOIL,C,M,AFTER,4,11.1,1.69E+02,1.80E+00,2.55E+03,1.07E+02,6.18E+02,2.40E+00,3.09E+00,1.68E-01,7.38E+02
2013-11-05,2,SOIL,D,M,AFTER,4,10.7,6.63E+01,8.02E-02,NA,2.80E+01,2.43E+02,1.07E-01,NA,4.40E-02,NA
2013-11-05,2,SOIL,C,A,AFTER,4,10.3,1.10E+02,3.03E+00,1.92E+03,1.72E+01,4.04E+02,4.04E+00,2.33E+00,2.70E-02,5.20E+02
2013-11-05,2,SOIL,D,A,AFTER,4,10.2,6.87E+01,4.37E-01,3.10E+02,4.33E+00,2.52E+02,5.83E-01,3.76E-01,6.80E-03,2.69E+02
2013-11-05,3,SOIL,C,M,AFTER,4,11.1,2.01E+02,2.99E+00,2.67E+03,4.20E+01,7.35E+02,3.98E+00,3.25E+00,6.60E-02,8.64E+02
2013-11-05,3,SOIL,D,M,AFTER,4,11.5,1.26E+02,1.00E+01,1.01E+03,5.67E+01,4.61E+02,1.33E+01,1.23E+00,8.91E-02,8.25E+02
2013-11-05,3,SOIL,C,A,AFTER,4,10.2,1.56E+02,3.91E+00,2.30E+03,3.11E+01,5.73E+02,5.21E+00,2.80E+00,4.89E-02,7.26E+02
2013-11-05,3,SOIL,D,A,AFTER,4,10.2,1.07E+02,1.28E+01,9.51E+02,8.44E+01,3.91E+02,1.70E+01,1.15E+00,1.33E-01,8.60E+02
2013-11-05,4,SAND,C,M,AFTER,4,9.6,4.18E+01,1.01E+00,7.53E+02,NA,1.53E+02,1.34E+00,9.14E-01,NA,NA
2013-11-05,4,SAND,D,M,AFTER,4,9.7,6.25E+01,1.04E+00,1.66E+03,6.80E+00,2.29E+02,1.39E+00,2.02E+00,1.07E-02,2.73E+02
2013-11-05,5,SAND,C,M,AFTER,4,11.4,4.30E+01,5.00E-01,3.02E+02,9.40E+01,1.58E+02,6.66E-01,3.67E-01,1.48E-01,2.19E+02
2013-11-05,5,SAND,D,M,AFTER,4,11.1,5.45E+01,9.03E+00,1.12E+03,7.28E+01,2.00E+02,1.20E+01,1.36E+00,1.14E-01,5.39E+02
2013-11-05,5,SAND,C,A,AFTER,4,10.8,2.94E+01,1.32E+00,3.00E+01,3.40E+01,1.08E+02,1.76E+00,3.65E-02,5.34E-02,1.68E+02
2013-11-05,5,SAND,D,A,AFTER,4,10.4,3.84E+01,3.04E+00,8.33E+02,4.77E+01,1.41E+02,4.06E+00,1.01E+00,7.49E-02,2.68E+02
2013-11-05,6,SAND,C,M,AFTER,4,11.9,4.33E+01,6.30E-01,1.08E+03,NA,1.59E+02,8.40E-01,1.32E+00,NA,NA
2013-11-05,6,SAND,D,M,AFTER,4,11.7,2.95E+01,1.87E+00,5.04E+02,2.38E+01,1.08E+02,2.49E+00,6.12E-01,3.73E-02,1.84E+02
2013-11-05,6,SAND,C,A,AFTER,4,10.4,2.29E+01,6.60E-01,1.06E+03,NA,8.41E+01,8.80E-01,1.29E+00,NA,NA
2013-11-05,6,SAND,D,A,AFTER,4,10.3,5.09E+00,1.11E+00,2.17E+02,6.95E+00,1.87E+01,1.47E+00,2.64E-01,1.09E-02,5.96E+01
2013-11-05,7,BARK,C,M,AFTER,4,10.4,2.69E+02,6.68E-02,1.96E+03,5.48E+02,9.87E+02,8.91E-02,2.38E+00,8.61E-01,1.25E+03
2013-11-05,7,BARK,D,M,AFTER,4,10.4,2.05E+02,NA,6.69E+01,2.53E+03,7.52E+02,NA,8.12E-02,3.98E+00,NA
2013-11-05,7,BARK,C,A,AFTER,4,10.1,2.36E+02,5.72E-02,1.48E+03,6.61E+02,8.66E+02,7.63E-02,1.80E+00,1.04E+00,1.18E+03
2013-11-05,7,BARK,D,A,AFTER,4,10.0,6.15E+01,3.51E-02,NA,8.11E+02,2.25E+02,4.68E-02,NA,1.27E+00,NA
2013-11-05,8,BARK,C,M,AFTER,4,10.0,2.31E+02,2.61E-01,5.11E+02,7.44E+02,8.45E+02,3.48E-01,6.21E-01,1.17E+00,1.20E+03
2013-11-05,8,BARK,D,M,AFTER,4,11.0,1.44E+02,1.69E-01,5.12E+02,5.10E+02,5.27E+02,2.25E-01,6.21E-01,8.02E-01,7.73E+02
2013-11-05,8,BARK,C,A,AFTER,4,11.3,3.06E+02,1.88E-01,NA,8.86E+02,1.12E+03,2.51E-01,NA,1.39E+00,NA
2013-11-05,8,BARK,D,A,AFTER,4,11.1,1.38E+02,1.55E-01,5.74E+02,4.82E+02,5.06E+02,2.07E-01,6.97E-01,7.57E-01,7.39E+02
2013-11-05,9,BARK,C,M,AFTER,4,11.6,3.65E+02,7.16E-02,NA,2.91E+02,1.34E+03,9.55E-02,NA,4.57E-01,NA
2013-11-05,9,BARK,D,M,AFTER,4,11.3,2.65E+02,1.60E-01,1.85E+03,1.86E+03,9.72E+02,2.14E-01,2.24E+00,2.92E+00,1.86E+03
2013-11-05,9,BARK,C,A,AFTER,4,10.5,2.68E+02,3.76E-03,NA,2.27E+02,9.81E+02,5.02E-03,NA,3.56E-01,NA
2013-11-05,9,BARK,D,A,AFTER,4,10.1,2.32E+02,1.72E-01,9.91E+02,1.90E+03,8.50E+02,2.29E-01,1.20E+00,2.99E+00,1.75E+03
2014-06-04,1,SOIL,A,M,BEFORE,211,17.9,1.01E+02,NA,NA,9.84E+01,3.71E+02,NA,NA,1.55E-01,NA
2014-06-04,1,SOIL,B,M,BEFORE,211,18.4,2.85E+02,2.19E-01,NA,2.00E+02,1.04E+03,2.92E-01,NA,3.14E-01,NA
2014-06-04,1,SOIL,B,A,BEFORE,211,20.6,4.48E+02,1.49E-01,NA,NA,1.64E+03,1.98E-01,NA,NA,NA
2014-06-04,2,SOIL,A,M,BEFORE,211,18.5,1.27E+02,NA,NA,5.19E+01,4.66E+02,NA,NA,8.16E-02,NA
2014-06-04,2,SOIL,B,M,BEFORE,211,18.5,6.62E+01,NA,NA,4.22E+00,2.43E+02,NA,NA,6.64E-03,NA
2014-06-04,2,SOIL,A,A,BEFORE,211,21.5,4.90E+02,1.67E+00,NA,1.56E+01,1.80E+03,2.22E+00,NA,2.45E-02,NA
2014-06-04,2,SOIL,B,A,BEFORE,211,22.4,6.17E+02,2.04E-01,NA,NA,2.26E+03,2.72E-01,NA,NA,NA
2014-06-04,3,SOIL,A,M,BEFORE,211,18.6,1.78E+02,1.04E-01,NA,6.25E+01,6.54E+02,1.39E-01,NA,9.82E-02,NA
2014-06-04,3,SOIL,B,M,BEFORE,211,19.6,3.71E+02,1.96E+01,NA,6.97E+01,1.36E+03,2.61E+01,NA,1.09E-01,NA
2014-06-04,3,SOIL,A,A,BEFORE,211,22.5,3.82E+02,1.28E-01,NA,NA,1.40E+03,1.71E-01,NA,NA,NA
2014-06-04,4,SAND,A,M,BEFORE,211,18.3,3.82E+02,1.81E-01,NA,2.10E+01,1.40E+03,2.42E-01,NA,3.30E-02,NA
2014-06-04,4,SAND,B,M,BEFORE,211,18.2,2.42E+02,7.24E-01,NA,1.06E+02,8.86E+02,9.65E-01,NA,1.67E-01,NA
2014-06-04,4,SAND,A,A,BEFORE,211,21.1,4.32E+02,1.23E-01,NA,NA,1.59E+03,1.64E-01,NA,NA,NA
2014-06-04,4,SAND,B,A,BEFORE,211,20.4,2.94E+02,6.70E-01,NA,2.30E+01,1.08E+03,8.93E-01,NA,3.61E-02,NA
2014-06-04,5,SAND,A,M,BEFORE,211,17.7,2.36E+02,9.88E-01,NA,4.46E+01,8.65E+02,1.32E+00,NA,7.00E-02,NA
2014-06-04,5,SAND,B,M,BEFORE,211,17.2,2.52E+02,6.55E-01,NA,1.79E+01,9.25E+02,8.74E-01,NA,2.82E-02,NA
2014-06-04,5,SAND,A,A,BEFORE,211,21.7,4.47E+02,9.46E-01,NA,4.33E-01,1.64E+03,1.26E+00,NA,6.81E-04,NA
2014-06-04,5,SAND,B,A,BEFORE,211,21.5,3.84E+02,6.23E-01,NA,NA,1.41E+03,8.30E-01,NA,NA,NA
2014-06-04,6,SAND,A,M,BEFORE,211,18.7,3.20E+02,8.82E-02,NA,9.53E+00,1.17E+03,1.18E-01,NA,1.50E-02,NA
2014-06-04,6,SAND,B,M,BEFORE,211,19.3,5.49E+02,8.06E-01,NA,NA,2.01E+03,1.07E+00,NA,NA,NA
2014-06-04,7,BARK,A,M,BEFORE,211,18.0,1.08E+03,7.77E-01,NA,5.30E+01,3.98E+03,1.04E+00,NA,8.33E-02,NA
2014-06-04,7,BARK,B,M,BEFORE,211,18.0,1.22E+03,6.48E-01,NA,1.69E+02,4.46E+03,8.64E-01,NA,2.65E-01,NA
2014-06-04,7,BARK,A,A,BEFORE,211,21.2,1.12E+03,4.77E-01,NA,5.65E+01,4.09E+03,6.36E-01,NA,8.89E-02,NA
2014-06-04,7,BARK,B,A,BEFORE,211,21.2,1.07E+03,NA,NA,2.16E+01,3.93E+03,NA,NA,3.40E-02,NA
2014-06-04,8,BARK,A,M,BEFORE,211,18.4,9.33E+02,8.27E-02,NA,1.10E+02,3.42E+03,1.10E-01,NA,1.72E-01,NA
2014-06-04,8,BARK,B,M,BEFORE,211,18.3,1.14E+03,4.25E-01,NA,3.16E+01,4.17E+03,5.67E-01,NA,4.97E-02,NA
2014-06-04,8,BARK,A,A,BEFORE,211,21.7,8.69E+02,5.43E-01,NA,NA,3.19E+03,7.25E-01,NA,NA,NA
2014-06-04,8,BARK,B,A,BEFORE,211,21.9,1.28E+03,1.63E-01,NA,7.73E+01,4.69E+03,2.17E-01,NA,1.22E-01,NA
2014-06-04,9,BARK,A,M,BEFORE,211,19.7,1.58E+03,6.95E-01,NA,2.10E+02,5.80E+03,9.27E-01,NA,3.30E-01,NA
2014-06-04,9,BARK,B,M,BEFORE,211,19.7,6.64E+02,9.70E-02,NA,5.84E+01,2.44E+03,1.29E-01,NA,9.18E-02,NA
2014-06-18,1,SOIL,A,M,AFTER,1,25.4,1.44E+02,3.65E-01,NA,2.23E+00,5.29E+02,4.86E-01,NA,3.51E-03,NA
2014-06-18,1,SOIL,B,M,AFTER,1,25.4,1.84E+02,NA,1.08E+03,1.12E+01,6.75E+02,NA,1.31E+00,1.76E-02,NA
2014-06-18,2,SOIL,A,M,AFTER,1,24.8,1.40E+02,9.60E+00,1.04E+03,2.90E+00,5.14E+02,1.28E+01,1.26E+00,4.55E-03,8.39E+02
2014-06-18,2,SOIL,B,M,AFTER,1,24.8,1.20E+02,7.25E+00,1.19E+03,NA,4.40E+02,9.66E+00,1.44E+00,NA,NA
2014-06-18,2,SOIL,A,M,AFTER,1,25.4,1.62E+02,7.47E+00,1.49E+03,2.60E+01,5.94E+02,9.96E+00,1.81E+00,4.09E-02,8.60E+02
2014-06-18,2,SOIL,B,M,AFTER,1,25.5,2.09E+02,1.63E+01,1.65E+03,NA,7.67E+02,2.18E+01,2.00E+00,NA,NA
2014-06-18,3,SOIL,A,M,AFTER,1,24.8,1.45E+02,1.75E+00,1.01E+03,3.53E+01,5.30E+02,2.33E+00,1.22E+00,5.55E-02,6.09E+02
2014-06-18,3,SOIL,B,M,AFTER,1,24.8,1.86E+02,9.46E+00,NA,5.95E+01,6.81E+02,1.26E+01,NA,9.35E-02,NA
2014-06-18,4,SAND,A,M,AFTER,1,25.0,4.50E+01,2.73E+00,9.66E+01,NA,1.65E+02,3.64E+00,1.17E-01,NA,NA
2014-06-18,4,SAND,B,M,AFTER,1,25.6,1.30E+02,5.23E-01,3.91E+02,9.44E+00,4.75E+02,6.97E-01,4.75E-01,1.48E-02,4.98E+02
2014-06-18,5,SAND,A,M,AFTER,1,23.1,7.65E+01,2.80E-01,4.27E+02,1.31E+02,2.81E+02,3.73E-01,5.19E-01,2.07E-01,3.53E+02
2014-06-18,5,SAND,B,M,AFTER,1,23.5,7.76E+01,2.29E+00,2.83E+01,1.08E+01,2.85E+02,3.05E+00,3.44E-02,1.70E-02,3.66E+02
2014-06-18,6,SAND,A,M,AFTER,1,22.8,1.16E+02,1.08E+01,1.87E+03,5.06E+01,4.24E+02,1.43E+01,2.27E+00,7.95E-02,8.13E+02
2014-06-18,7,BARK,B,M,AFTER,1,21.3,5.82E+02,4.97E-01,NA,1.00E+02,2.13E+03,6.62E-01,NA,1.58E-01,NA
2014-06-18,7,BARK,A,M,AFTER,1,23.8,7.66E+02,1.26E+00,NA,2.91E+03,2.81E+03,1.68E+00,NA,4.57E+00,NA
2014-06-18,7,BARK,B,M,AFTER,1,25.3,1.82E+03,1.91E+00,NA,3.25E+02,6.66E+03,2.55E+00,NA,5.11E-01,NA
2014-06-18,8,BARK,A,M,AFTER,1,21.7,5.73E+02,4.94E-01,NA,3.48E+03,2.10E+03,6.58E-01,NA,5.48E+00,NA
2014-06-18,8,BARK,B,M,AFTER,1,22.9,7.20E+02,2.60E+00,NA,2.44E+04,2.64E+03,3.47E+00,NA,3.84E+01,NA
2014-06-18,9,BARK,A,M,AFTER,1,22.8,1.14E+03,6.39E-01,NA,3.62E+02,4.17E+03,8.53E-01,NA,5.69E-01,NA
2014-06-18,9,BARK,B,M,AFTER,1,23.5,9.04E+02,1.50E+00,2.23E+02,1.80E+03,3.31E+03,2.00E+00,2.71E-01,2.83E+00,4.21E+03
2014-06-19,1,SOIL,A,A,AFTER,2,19.8,8.78E+00,4.47E-01,NA,9.11E+00,3.22E+01,5.96E-01,NA,1.43E-02,NA
2014-06-19,1,SOIL,B,A,AFTER,2,19.7,9.40E+00,3.96E-01,NA,5.80E+01,3.45E+01,5.28E-01,NA,9.11E-02,NA
2014-06-19,1,SOIL,D,M,AFTER,2,22.5,1.95E+01,4.78E+00,NA,3.11E+01,7.15E+01,6.37E+00,NA,4.88E-02,NA
2014-06-19,2,SOIL,A,A,AFTER,2,20.1,8.94E+00,2.94E-01,1.01E+01,3.60E+01,3.28E+01,3.92E-01,1.22E-02,5.65E-02,5.95E+01
2014-06-19,2,SOIL,B,A,AFTER,2,20.8,1.92E+01,5.53E+00,5.10E+02,NA,7.05E+01,7.37E+00,6.19E-01,NA,NA
2014-06-19,2,SOIL,C,M,AFTER,2,24.4,1.63E+01,5.35E-01,1.71E+02,NA,5.97E+01,7.14E-01,2.08E-01,NA,NA
2014-06-19,2,SOIL,D,M,AFTER,2,24.7,4.47E+01,1.26E+00,1.08E+03,NA,1.64E+02,1.68E+00,1.31E+00,NA,NA
2014-06-19,3,SOIL,A,A,AFTER,2,21.4,1.91E+01,2.09E+01,NA,NA,7.00E+01,2.79E+01,NA,NA,NA
2014-06-19,3,SOIL,B,A,AFTER,2,21.4,3.41E+01,3.34E-01,3.95E+02,5.02E+00,1.25E+02,4.45E-01,4.79E-01,7.88E-03,1.40E+02
2014-06-19,3,SOIL,D,M,AFTER,2,24.6,6.77E+01,9.95E+00,3.13E+02,NA,2.48E+02,1.33E+01,3.80E-01,NA,NA
2014-06-19,4,SAND,A,A,AFTER,2,19.7,1.11E+01,3.17E+00,NA,2.52E+01,4.07E+01,4.23E+00,NA,3.95E-02,NA
2014-06-19,4,SAND,B,A,AFTER,2,19.7,1.91E+01,3.78E-01,6.81E+01,5.53E+00,7.02E+01,5.04E-01,8.27E-02,8.70E-03,8.56E+01
2014-06-19,4,SAND,C,M,AFTER,2,22.0,2.67E+01,1.13E+01,NA,NA,9.78E+01,1.51E+01,NA,NA,NA
2014-06-19,4,SAND,D,M,AFTER,2,22.0,5.93E+01,8.29E-01,6.83E+01,NA,2.17E+02,1.11E+00,8.30E-02,NA,NA
2014-06-19,5,SAND,A,A,AFTER,2,19.8,2.61E+01,NA,NA,5.56E+01,9.58E+01,NA,NA,8.74E-02,NA
2014-06-19,5,SAND,B,A,AFTER,2,19.8,4.90E+01,2.02E+00,2.70E+02,NA,1.80E+02,2.69E+00,3.28E-01,NA,NA
2014-06-19,5,SAND,C,M,AFTER,2,24.7,5.66E+01,4.48E-01,NA,NA,2.07E+02,5.98E-01,NA,NA,NA
2014-06-19,5,SAND,D,M,AFTER,2,24.6,1.04E+02,7.69E+00,5.80E+01,NA,3.81E+02,1.03E+01,7.04E-02,NA,NA
2014-06-19,6,SAND,A,A,AFTER,2,22.5,2.59E+01,1.79E+00,1.23E+01,NA,9.48E+01,2.39E+00,1.49E-02,NA,NA
2014-06-19,6,SAND,B,A,AFTER,2,21.9,2.36E+01,2.49E-01,NA,NA,8.65E+01,3.32E-01,NA,NA,NA
2014-06-19,6,SAND,D,M,AFTER,2,24.1,3.95E+01,9.20E-01,NA,NA,1.45E+02,1.23E+00,NA,NA,NA
2014-06-19,7,BARK,A,A,AFTER,2,19.6,5.48E+02,8.86E-01,NA,1.51E+03,2.01E+03,1.18E+00,NA,2.37E+00,NA
2014-06-19,7,BARK,B,A,AFTER,2,19.7,1.10E+03,2.60E+00,NA,1.37E+02,4.05E+03,3.47E+00,NA,2.15E-01,NA
2014-06-19,7,BARK,C,M,AFTER,2,22.8,9.41E+02,2.60E+00,NA,3.42E+03,3.45E+03,3.46E+00,NA,5.37E+00,NA
2014-06-19,7,BARK,D,M,AFTER,2,23.1,1.96E+03,7.05E+00,NA,1.29E+02,7.19E+03,9.40E+00,NA,2.02E-01,NA
2014-06-19,8,BARK,A,A,AFTER,2,20.0,7.35E+02,1.15E+00,NA,1.42E+02,2.70E+03,1.53E+00,NA,2.23E-01,NA
2014-06-19,8,BARK,B,A,AFTER,2,20.1,7.98E+02,5.26E+00,1.13E+02,5.94E+03,2.93E+03,7.02E+00,1.37E-01,9.33E+00,5.88E+03
2014-06-19,8,BARK,C,M,AFTER,2,23.9,1.12E+03,2.92E+00,NA,NA,4.11E+03,3.90E+00,NA,NA,NA
2014-06-19,8,BARK,D,M,AFTER,2,25.4,1.08E+03,1.73E+01,9.04E+00,4.67E+03,3.95E+03,2.31E+01,1.10E-02,7.34E+00,6.71E+03
2014-06-19,9,BARK,A,A,AFTER,2,22.1,1.39E+03,7.99E-01,NA,5.13E+01,5.09E+03,1.06E+00,NA,8.06E-02,NA
2014-06-19,9,BARK,B,A,AFTER,2,22.2,7.82E+02,7.54E+00,NA,4.18E+02,2.87E+03,1.01E+01,NA,6.58E-01,NA
